library,gemgroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,bam,bam_index,barcodes,features,matrix
KD8_p1_10,2,KD8_seq1_p1_mRNA_10_S11_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_10_S11_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_10_S11_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_10_S11_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_10_S11_L004_R2_001.fastq.gz,KD8_p1_10_possorted_genome_bam.bam,KD8_p1_10_possorted_genome_bam.bam.bai,KD8_p1_10_barcodes.tsv.gz,KD8_p1_10_features.tsv.gz,KD8_p1_10_matrix.mtx.gz
KD8_p1_11,3,KD8_seq1_p1_mRNA_11_S12_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_11_S12_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_11_S12_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_11_S12_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_11_S12_L002_R2_001.fastq.gz,KD8_p1_11_possorted_genome_bam.bam,KD8_p1_11_possorted_genome_bam.bam.bai,KD8_p1_11_barcodes.tsv.gz,KD8_p1_11_features.tsv.gz,KD8_p1_11_matrix.mtx.gz
KD8_p1_12,4,KD8_seq1_p1_mRNA_12_S13_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_12_S13_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_12_S13_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_12_S13_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_12_S13_L004_R2_001.fastq.gz,KD8_p1_12_possorted_genome_bam.bam,KD8_p1_12_possorted_genome_bam.bam.bai,KD8_p1_12_barcodes.tsv.gz,KD8_p1_12_features.tsv.gz,KD8_p1_12_matrix.mtx.gz
KD8_p1_13,5,KD8_seq1_p1_mRNA_13_S14_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_13_S14_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_13_S14_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_13_S14_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_13_S14_L004_R2_001.fastq.gz,KD8_p1_13_possorted_genome_bam.bam,KD8_p1_13_possorted_genome_bam.bam.bai,KD8_p1_13_barcodes.tsv.gz,KD8_p1_13_features.tsv.gz,KD8_p1_13_matrix.mtx.gz
KD8_p1_14,6,KD8_seq1_p1_mRNA_14_S15_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_14_S15_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_14_S15_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_14_S15_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_14_S15_L004_R2_001.fastq.gz,KD8_p1_14_possorted_genome_bam.bam,KD8_p1_14_possorted_genome_bam.bam.bai,KD8_p1_14_barcodes.tsv.gz,KD8_p1_14_features.tsv.gz,KD8_p1_14_matrix.mtx.gz
KD8_p1_15,7,KD8_seq1_p1_mRNA_15_S16_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_15_S16_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_15_S16_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_15_S16_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_15_S16_L001_R2_001.fastq.gz,KD8_p1_15_possorted_genome_bam.bam,KD8_p1_15_possorted_genome_bam.bam.bai,KD8_p1_15_barcodes.tsv.gz,KD8_p1_15_features.tsv.gz,KD8_p1_15_matrix.mtx.gz
KD8_p1_16,8,KD8_seq1_p1_mRNA_16_S17_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_16_S17_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_16_S17_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_16_S17_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_16_S17_L002_R2_001.fastq.gz,KD8_p1_16_possorted_genome_bam.bam,KD8_p1_16_possorted_genome_bam.bam.bai,KD8_p1_16_barcodes.tsv.gz,KD8_p1_16_features.tsv.gz,KD8_p1_16_matrix.mtx.gz
KD8_p1_17,9,KD8_seq1_p1_mRNA_17_S18_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_17_S18_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_17_S18_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_17_S18_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_17_S18_L004_R2_001.fastq.gz,KD8_p1_17_possorted_genome_bam.bam,KD8_p1_17_possorted_genome_bam.bam.bai,KD8_p1_17_barcodes.tsv.gz,KD8_p1_17_features.tsv.gz,KD8_p1_17_matrix.mtx.gz
KD8_p1_18,10,KD8_seq1_p1_mRNA_18_S19_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_18_S19_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_18_S19_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_18_S19_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_18_S19_L001_R2_001.fastq.gz,KD8_p1_18_possorted_genome_bam.bam,KD8_p1_18_possorted_genome_bam.bam.bai,KD8_p1_18_barcodes.tsv.gz,KD8_p1_18_features.tsv.gz,KD8_p1_18_matrix.mtx.gz
KD8_p1_19,11,KD8_seq1_p1_mRNA_19_S20_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_19_S20_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_19_S20_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_19_S20_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_19_S20_L003_R2_001.fastq.gz,KD8_p1_19_possorted_genome_bam.bam,KD8_p1_19_possorted_genome_bam.bam.bai,KD8_p1_19_barcodes.tsv.gz,KD8_p1_19_features.tsv.gz,KD8_p1_19_matrix.mtx.gz
