transcript_id,transcript_name,gene_id,gene_name,ensembl_id,utr_rank,utr_rank_expr,utr_wt,mui,is_su,is_lu,seqnames,end,strand
ENST00000308361.10,DHX36-201,ENSG00000174953.14,DHX36,ENSG00000174953,3,1,0,0.7181853597611161,TRUE,FALSE,chr3,154275667,-
ENST00000496811.6-UTR+724,DHX36-213-UTR+724,ENSG00000174953.14,DHX36,ENSG00000174953,6,2,1,0.19531722144129546,FALSE,TRUE,chr3,154271821,-
ENST00000491672.5,ZIC4-214,ENSG00000174963.18,ZIC4,ENSG00000174963,1,1,0,0.6111111111111112,TRUE,FALSE,chr3,147388763,-
ENST00000484399.5,ZIC4-212,ENSG00000174963.18,ZIC4,ENSG00000174963,4,2,0.5,0.2777777777777778,FALSE,TRUE,chr3,147388425,-
ENST00000383075.8,ZIC4-201,ENSG00000174963.18,ZIC4,ENSG00000174963,6,3,1,0.1111111111111111,FALSE,FALSE,chr3,147386045,-
ENST00000455858.2-UTR+864,FBXW8-202-UTR+864,ENSG00000174989.13,FBXW8,ENSG00000174989,4,1,0,0.7441084166262237,TRUE,FALSE,chr12,117032012,+
ENST00000455858.2-UTR+1348,FBXW8-202-UTR+1348,ENSG00000174989.13,FBXW8,ENSG00000174989,5,2,1,0.11468713826584181,FALSE,TRUE,chr12,117032496,+
ENST00000400752.6-UTR+126,ZG16-201-UTR+126,ENSG00000174992.8,ZG16,ENSG00000174992,4,1,0,0.2127869071501566,TRUE,FALSE,chr16,29783099,+
ENST00000400752.6-UTR+977,ZG16-201-UTR+977,ENSG00000174992.8,ZG16,ENSG00000174992,6,2,1,0.7872130928498434,FALSE,TRUE,chr16,29783950,+
ENST00000334808.10,CTBP2-202,ENSG00000175029.17,CTBP2,ENSG00000175029,2,1,0,0.19878224388007792,TRUE,FALSE,chr10,124989134,-
ENST00000309035.11-UTR-4581,CTBP2-201-UTR-4581,ENSG00000175029.17,CTBP2,ENSG00000175029,3,2,0.5,0.12277114256815,FALSE,FALSE,chr10,124988897,-
ENST00000309035.11-UTR-4017,CTBP2-201-UTR-4017,ENSG00000175029.17,CTBP2,ENSG00000175029,6,3,1,0.6749238902425049,FALSE,TRUE,chr10,124988333,-
ENST00000414563.6,ZDHHC14-204,ENSG00000175048.17,ZDHHC14,ENSG00000175048,1,1,0,0.8447611999906031,TRUE,FALSE,chr6,157673945,+
ENST00000359775.10,ZDHHC14-203,ENSG00000175048.17,ZDHHC14,ENSG00000175048,2,2,1,0.15523880000939694,FALSE,TRUE,chr6,157678157,+
ENST00000310421.5-UTR-5910,VCPIP1-201-UTR-5910,ENSG00000175073.8,VCPIP1,ENSG00000175073,1,1,0,0.11792535200328484,FALSE,FALSE,chr8,66634396,-
ENST00000310421.5-UTR-2073,VCPIP1-201-UTR-2073,ENSG00000175073.8,VCPIP1,ENSG00000175073,5,2,0.5,0.3353950343317527,TRUE,FALSE,chr8,66630559,-
ENST00000310421.5-UTR-1463,VCPIP1-201-UTR-1463,ENSG00000175073.8,VCPIP1,ENSG00000175073,8,3,1,0.32731504136564865,FALSE,TRUE,chr8,66629949,-
ENST00000348124.5-UTR-242,TRAF6-201-UTR-242,ENSG00000175104.15,TRAF6,ENSG00000175104,2,1,0,0.3044138308591528,TRUE,FALSE,chr11,36489414,-
ENST00000348124.5,TRAF6-201,ENSG00000175104.15,TRAF6,ENSG00000175104,3,2,0.3333333333333333,0.192625739995614,FALSE,FALSE,chr11,36489172,-
ENST00000526995.6-UTR-4203,TRAF6-202-UTR-4203,ENSG00000175104.15,TRAF6,ENSG00000175104,5,3,0.6666666666666666,0.35141032359012586,FALSE,TRUE,chr11,36487971,-
ENST00000526995.6,TRAF6-202,ENSG00000175104.15,TRAF6,ENSG00000175104,6,4,1,0.15155010555510734,FALSE,FALSE,chr11,36483768,-
ENST00000636215.2-UTR-1158,ZNF654-203-UTR-1158,ENSG00000175105.8,ZNF654,ENSG00000175105,1,1,0,0.2724522939504669,TRUE,FALSE,chr3,88143502,+
ENST00000636215.2-UTR-584,ZNF654-203-UTR-584,ENSG00000175105.8,ZNF654,ENSG00000175105,2,2,0.5,0.17816445295129826,FALSE,FALSE,chr3,88144076,+
ENST00000636215.2,ZNF654-203,ENSG00000175105.8,ZNF654,ENSG00000175105,3,3,1,0.5493832530982348,FALSE,TRUE,chr3,88144660,+
ENST00000691070.1-UTR-2112,MRPS22-223-UTR-2112,ENSG00000175110.14,MRPS22,ENSG00000175110,4,1,0,0.8128321405007776,TRUE,FALSE,chr3,139357149,+
ENST00000688697.1,MRPS22-219,ENSG00000175110.14,MRPS22,ENSG00000175110,7,2,1,0.1840312475630326,FALSE,TRUE,chr3,139360497,+
ENST00000524815.5,PACS1-203,ENSG00000175115.13,PACS1,ENSG00000175115,2,1,0,0.12111472679710394,TRUE,FALSE,chr11,66243318,+
ENST00000320580.9,PACS1-201,ENSG00000175115.13,PACS1,ENSG00000175115,4,2,1,0.8269479413319998,FALSE,TRUE,chr11,66244744,+
ENST00000585166.1,YPEL2-205,ENSG00000175155.11,YPEL2,ENSG00000175155,2,1,0,0.4503903325847503,TRUE,FALSE,chr17,59397376,+
ENST00000312655.9,YPEL2-201,ENSG00000175155.11,YPEL2,ENSG00000175155,3,2,1,0.5496096674152497,FALSE,TRUE,chr17,59401729,+
ENST00000407528.6,CADM2-203,ENSG00000175161.14,CADM2,ENSG00000175161,2,1,0,0.4456454217915269,TRUE,FALSE,chr3,86066835,+
ENST00000383699.8-UTR-5632,CADM2-201-UTR-5632,ENSG00000175161.14,CADM2,ENSG00000175161,3,2,0.5,0.32227605913778107,FALSE,TRUE,chr3,86068797,+
ENST00000383699.8-UTR-2245,CADM2-201-UTR-2245,ENSG00000175161.14,CADM2,ENSG00000175161,4,3,1,0.232078519070692,FALSE,FALSE,chr3,86072184,+
ENST00000308249.4-UTR-1519,PPM1E-201-UTR-1519,ENSG00000175175.6,PPM1E,ENSG00000175175,1,1,0,0.14688990030342436,TRUE,FALSE,chr17,58983660,+
ENST00000308249.4,PPM1E-201,ENSG00000175175.6,PPM1E,ENSG00000175175,3,2,1,0.8531100996965756,FALSE,TRUE,chr17,58985179,+
ENST00000552740.5,DDIT3-205,ENSG00000175197.13,DDIT3,ENSG00000175197,1,1,0,0.17758974866403143,TRUE,FALSE,chr12,57516808,-
ENST00000547303.5,DDIT3-202,ENSG00000175197.13,DDIT3,ENSG00000175197,4,2,1,0.8224102513359686,FALSE,TRUE,chr12,57516587,-
ENST00000543672.6,DCTN2-202,ENSG00000175203.17,DCTN2,ENSG00000175203,3,1,0,0.8456523598050195,TRUE,FALSE,chr12,57530309,-
ENST00000548249.6,DCTN2-209,ENSG00000175203.17,DCTN2,ENSG00000175203,5,2,1,0.13917349019370814,FALSE,TRUE,chr12,57530050,-
ENST00000548823.1,CTDSP2-204,ENSG00000175215.11,CTDSP2,ENSG00000175215,3,1,0,0.38083482570043636,TRUE,FALSE,chr12,57822799,-
ENST00000398073.7,CTDSP2-201,ENSG00000175215.11,CTDSP2,ENSG00000175215,4,2,1,0.5952634979157656,FALSE,TRUE,chr12,57819926,-
ENST00000529655.5,ATG13-215,ENSG00000175224.17,ATG13,ENSG00000175224,4,1,0,0.5850546113271117,TRUE,FALSE,chr11,46673041,+
ENST00000524625.5,ATG13-203,ENSG00000175224.17,ATG13,ENSG00000175224,6,2,1,0.38270135638863173,FALSE,TRUE,chr11,46674520,+
ENST00000432566.6-UTR-228,GOLGA8A-202-UTR-228,ENSG00000175265.18,GOLGA8A,ENSG00000175265,1,1,0,0.29251425435752754,TRUE,FALSE,chr15,34379298,-
ENST00000359187.5,GOLGA8A-201,ENSG00000175265.18,GOLGA8A,ENSG00000175265,3,2,1,0.7074857456424725,FALSE,TRUE,chr15,34379067,-
ENST00000396133.7,CCNE2-202,ENSG00000175305.18,CCNE2,ENSG00000175305,2,1,0,0.3286642230796774,TRUE,FALSE,chr8,94881613,-
ENST00000308108.9,CCNE2-201,ENSG00000175305.18,CCNE2,ENSG00000175305,3,2,1,0.618871305497736,FALSE,TRUE,chr8,94880223,-
ENST00000525069.5-UTR-556,TMEM9B-202-UTR-556,ENSG00000175348.11,TMEM9B,ENSG00000175348,2,1,0,0.3296345208302469,TRUE,FALSE,chr11,8948056,-
ENST00000534025.6,TMEM9B-205,ENSG00000175348.11,TMEM9B,ENSG00000175348,6,2,1,0.6703654791697531,FALSE,TRUE,chr11,8947201,-
ENST00000534759.1,NRIP3-205,ENSG00000175352.11,NRIP3,ENSG00000175352,4,1,0,0.33414400287744717,TRUE,FALSE,chr11,8982558,-
ENST00000309166.8,NRIP3-201,ENSG00000175352.11,NRIP3,ENSG00000175352,5,2,1,0.6658559971225528,FALSE,TRUE,chr11,8980575,-
ENST00000520467.5,SCUBE2-207,ENSG00000175356.14,SCUBE2,ENSG00000175356,3,1,0,0.13713713713713713,FALSE,FALSE,chr11,9020883,-
ENST00000309263.7,SCUBE2-201,ENSG00000175356.14,SCUBE2,ENSG00000175356,5,2,0.5,0.23523523523523523,TRUE,FALSE,chr11,9020390,-
ENST00000649792.2,SCUBE2-214,ENSG00000175356.14,SCUBE2,ENSG00000175356,7,3,1,0.6276276276276276,FALSE,TRUE,chr11,9019475,-
ENST00000525767.5,EIF1AD-202,ENSG00000175376.9,EIF1AD,ENSG00000175376,3,1,0,0.8533362033529368,TRUE,FALSE,chr11,65998388,-
ENST00000312234.6,EIF1AD-201,ENSG00000175376.9,EIF1AD,ENSG00000175376,4,2,1,0.14666379664706314,FALSE,TRUE,chr11,65996544,-
ENST00000586040.5,SMAD2-205,ENSG00000175387.16,SMAD2,ENSG00000175387,8,1,0,0.30503363015036233,TRUE,FALSE,chr18,47841224,-
ENST00000356825.8-UTR-7160,SMAD2-202-UTR-7160,ENSG00000175387.16,SMAD2,ENSG00000175387,9,2,0.5,0.13222752524309986,FALSE,FALSE,chr18,47840255,-
ENST00000262160.11-UTR-13526,SMAD2-201-UTR-13526,ENSG00000175387.16,SMAD2,ENSG00000175387,13,3,1,0.3503801679027794,FALSE,TRUE,chr18,47822482,-
ENST00000302609.8-UTR-293,ZNF25-201-UTR-293,ENSG00000175395.16,ZNF25,ENSG00000175395,1,1,0,0.8986832986832988,TRUE,FALSE,chr10,37949865,-
ENST00000302609.8,ZNF25-201,ENSG00000175395.16,ZNF25,ENSG00000175395,2,2,1,0.10131670131670131,FALSE,TRUE,chr10,37949572,-
ENST00000513950.2,RFESD-208,ENSG00000175449.14,RFESD,ENSG00000175449,1,1,0,0.8192203338795372,TRUE,FALSE,chr5,95656333,+
ENST00000311364.8,RFESD-201,ENSG00000175449.14,RFESD,ENSG00000175449,3,2,1,0.1507594423589764,FALSE,TRUE,chr5,95657140,+
ENST00000515393.6,MCTP1-218,ENSG00000175471.20,MCTP1,ENSG00000175471,19,1,0,0.10976837865055387,TRUE,FALSE,chr5,94703689,-
ENST00000515393.6-UTR+3326,MCTP1-218-UTR+3326,ENSG00000175471.20,MCTP1,ENSG00000175471,20,2,1,0.8902316213494461,FALSE,TRUE,chr5,94700363,-
ENST00000393147.6,DPP10-203,ENSG00000175497.17,DPP10,ENSG00000175497,1,1,0,0.2471686822877299,TRUE,FALSE,chr2,115842345,+
ENST00000310323.12,DPP10-201,ENSG00000175497.17,DPP10,ENSG00000175497,3,2,0.3333333333333333,0.1355177626606198,FALSE,FALSE,chr2,115842900,+
ENST00000409163.5,DPP10-204,ENSG00000175497.17,DPP10,ENSG00000175497,4,3,0.6666666666666666,0.42310059208868733,FALSE,TRUE,chr2,115843327,+
ENST00000410059.6-UTR-1365,DPP10-205-UTR-1365,ENSG00000175497.17,DPP10,ENSG00000175497,5,4,1,0.11155202821869489,FALSE,FALSE,chr2,115844415,+
ENST00000527115.1,LIPT2-202,ENSG00000175536.7,LIPT2,ENSG00000175536,3,1,0,0.8079309059646138,TRUE,FALSE,chr11,74491711,-
ENST00000310109.5,LIPT2-201,ENSG00000175536.7,LIPT2,ENSG00000175536,4,2,1,0.19206909403538616,FALSE,TRUE,chr11,74490518,-
ENST00000310128.9-UTR-2141,KCNE3-201-UTR-2141,ENSG00000175538.11,KCNE3,ENSG00000175538,2,1,0,0.28967841038600667,TRUE,FALSE,chr11,74456981,-
ENST00000310128.9-UTR-227,KCNE3-201-UTR-227,ENSG00000175538.11,KCNE3,ENSG00000175538,4,2,1,0.7103215896139934,FALSE,TRUE,chr11,74455067,-
ENST00000438189.6,CABP4-202,ENSG00000175544.14,CABP4,ENSG00000175544,1,1,0,0.8828358208955224,TRUE,FALSE,chr11,67459228,+
ENST00000325656.7,CABP4-201,ENSG00000175544.14,CABP4,ENSG00000175544,2,2,1,0.1171641791044776,FALSE,TRUE,chr11,67461752,+
ENST00000308742.9-UTR-4373,ALG10B-201-UTR-4373,ENSG00000175548.9,ALG10B,ENSG00000175548,2,1,0,0.14202610765205761,TRUE,FALSE,chr12,38325348,+
ENST00000308742.9-UTR-1028,ALG10B-201-UTR-1028,ENSG00000175548.9,ALG10B,ENSG00000175548,3,2,0.5,0.13135978462594702,FALSE,FALSE,chr12,38328693,+
ENST00000308742.9,ALG10B-201,ENSG00000175548.9,ALG10B,ENSG00000175548,4,3,1,0.6981626198897904,FALSE,TRUE,chr12,38329721,+
ENST00000544552.5,PAAF1-214,ENSG00000175575.13,PAAF1,ENSG00000175575,6,1,0,0.8777466952486485,TRUE,FALSE,chr11,73927745,+
ENST00000310571.8,PAAF1-201,ENSG00000175575.13,PAAF1,ENSG00000175575,7,2,1,0.12225330475135156,FALSE,TRUE,chr11,73931114,+
ENST00000541588.5,RAB6A-207,ENSG00000175582.20,RAB6A,ENSG00000175582,1,1,0,0.24073017325176613,TRUE,FALSE,chr11,73677893,-
ENST00000310653.10-UTR-256,RAB6A-201-UTR-256,ENSG00000175582.20,RAB6A,ENSG00000175582,6,2,1,0.5686545512553167,FALSE,TRUE,chr11,73675893,-
ENST00000478943.5,TOM1L2-205,ENSG00000175662.18,TOM1L2,ENSG00000175662,7,1,0,0.32296051883035615,TRUE,FALSE,chr17,17846824,-
ENST00000379504.8,TOM1L2-202,ENSG00000175662.18,TOM1L2,ENSG00000175662,8,2,1,0.6303902605529639,FALSE,TRUE,chr17,17843510,-
ENST00000538698.5,MLXIP-208,ENSG00000175727.14,MLXIP,ENSG00000175727,3,1,0,0.20148425267828676,TRUE,FALSE,chr12,122144418,+
ENST00000319080.12-UTR-2459,MLXIP-201-UTR-2459,ENSG00000175727.14,MLXIP,ENSG00000175727,4,2,0.5,0.5557064531671233,FALSE,TRUE,chr12,122144885,+
ENST00000319080.12,MLXIP-201,ENSG00000175727.14,MLXIP,ENSG00000175727,5,3,1,0.1994788330043052,FALSE,FALSE,chr12,122147344,+
ENST00000615873.1,NR2F1-205,ENSG00000175745.14,NR2F1,ENSG00000175745,2,1,0,0.5892857142857143,TRUE,FALSE,chr5,93594072,+
ENST00000327111.8,NR2F1-201,ENSG00000175745.14,NR2F1,ENSG00000175745,4,2,1,0.4107142857142857,FALSE,TRUE,chr5,93594611,+
ENST00000340911.8,ZNF169-201,ENSG00000175787.17,ZNF169,ENSG00000175787,3,1,0,0.5064118733496771,TRUE,FALSE,chr9,94301454,+
ENST00000395395.7-UTR+2136,ZNF169-202-UTR+2136,ENSG00000175787.17,ZNF169,ENSG00000175787,5,2,1,0.47000085025578525,FALSE,TRUE,chr9,94303965,+
ENST00000441698.6,MSRA-203,ENSG00000175806.15,MSRA,ENSG00000175806,4,1,0,0.47068722564481286,TRUE,FALSE,chr8,10428365,+
ENST00000317173.9,MSRA-201,ENSG00000175806.15,MSRA,ENSG00000175806,7,2,1,0.5293127743551872,FALSE,TRUE,chr8,10428891,+
ENST00000544999.2,HOXD8-204,ENSG00000175879.9,HOXD8,ENSG00000175879,3,1,0,0.39456869009584666,TRUE,FALSE,chr2,176132100,+
ENST00000313173.6-UTR-348,HOXD8-201-UTR-348,ENSG00000175879.9,HOXD8,ENSG00000175879,4,2,0.5,0.16613418530351437,FALSE,FALSE,chr2,176132347,+
ENST00000313173.6,HOXD8-201,ENSG00000175879.9,HOXD8,ENSG00000175879,5,3,1,0.43929712460063897,FALSE,TRUE,chr2,176132695,+
ENST00000380916.9-UTR-7131,ZDHHC21-201-UTR-7131,ENSG00000175893.12,ZDHHC21,ENSG00000175893,1,1,0,0.16582444530112225,TRUE,FALSE,chr9,14618201,-
ENST00000380916.9-UTR-5956,ZDHHC21-201-UTR-5956,ENSG00000175893.12,ZDHHC21,ENSG00000175893,2,2,0.25,0.10841234656288627,FALSE,FALSE,chr9,14617026,-
ENST00000380916.9-UTR-4721,ZDHHC21-201-UTR-4721,ENSG00000175893.12,ZDHHC21,ENSG00000175893,4,3,0.5,0.1484719774571355,FALSE,FALSE,chr9,14615791,-
ENST00000380916.9-UTR-4462,ZDHHC21-201-UTR-4462,ENSG00000175893.12,ZDHHC21,ENSG00000175893,5,4,0.75,0.14177023289398,FALSE,FALSE,chr9,14615532,-
ENST00000380916.9,ZDHHC21-201,ENSG00000175893.12,ZDHHC21,ENSG00000175893,6,5,1,0.43552099778487596,FALSE,TRUE,chr9,14611070,-
ENST00000315367.4-UTR-1110,PLEKHF2-201-UTR-1110,ENSG00000175895.4,PLEKHF2,ENSG00000175895,4,1,0,0.267374647521548,TRUE,FALSE,chr8,95155575,+
ENST00000315367.4,PLEKHF2-201,ENSG00000175895.4,PLEKHF2,ENSG00000175895,5,2,1,0.6765676266865546,FALSE,TRUE,chr8,95156685,+
ENST00000320033.5-UTR-537,ARL4D-201-UTR-537,ENSG00000175906.5,ARL4D,ENSG00000175906,1,1,0,0.22472381880031986,TRUE,FALSE,chr17,43400600,+
ENST00000320033.5-UTR-205,ARL4D-201-UTR-205,ENSG00000175906.5,ARL4D,ENSG00000175906,2,2,0.5,0.5691014349868357,FALSE,TRUE,chr17,43400932,+
ENST00000320033.5,ARL4D-201,ENSG00000175906.5,ARL4D,ENSG00000175906,3,3,1,0.20617474621284435,FALSE,FALSE,chr17,43401137,+
ENST00000319331.4-UTR-2716,LRRN1-201-UTR-2716,ENSG00000175928.6,LRRN1,ENSG00000175928,1,1,0,0.21444201312910285,TRUE,FALSE,chr3,3847118,+
ENST00000319331.4-UTR-2133,LRRN1-201-UTR-2133,ENSG00000175928.6,LRRN1,ENSG00000175928,3,2,1,0.7855579868708971,FALSE,TRUE,chr3,3847701,+
ENST00000587127.1,UBE2O-204,ENSG00000175931.13,UBE2O,ENSG00000175931,1,1,0,0.45007096848751516,TRUE,FALSE,chr17,76389796,-
ENST00000319380.12,UBE2O-201,ENSG00000175931.13,UBE2O,ENSG00000175931,3,2,1,0.5499290315124848,FALSE,TRUE,chr17,76389455,-
ENST00000509384.5,LYSMD3-204,ENSG00000176018.13,LYSMD3,ENSG00000176018,1,1,0,0.11758020965548607,TRUE,FALSE,chr5,90518290,-
ENST00000500869.6,LYSMD3-203,ENSG00000176018.13,LYSMD3,ENSG00000176018,7,2,1,0.777768692702779,FALSE,TRUE,chr5,90515610,-
ENST00000379198.5-UTR-1324,B3GALT6-201-UTR-1324,ENSG00000176022.7,B3GALT6,ENSG00000176022,1,1,0,0.503240025429464,TRUE,FALSE,chr1,1233717,+
ENST00000379198.5-UTR-863,B3GALT6-201-UTR-863,ENSG00000176022.7,B3GALT6,ENSG00000176022,2,2,0.5,0.25269943835925174,FALSE,TRUE,chr1,1234178,+
ENST00000379198.5,B3GALT6-201,ENSG00000176022.7,B3GALT6,ENSG00000176022,3,3,1,0.24406053621128426,FALSE,FALSE,chr1,1235041,+
ENST00000468463.5,IP6K1-204,ENSG00000176095.12,IP6K1,ENSG00000176095,3,1,0,0.19517102686409796,TRUE,FALSE,chr3,49726912,-
ENST00000321599.9,IP6K1-201,ENSG00000176095.12,IP6K1,ENSG00000176095,7,2,1,0.6905069049556795,FALSE,TRUE,chr3,49724293,-
ENST00000314574.5-UTR-2653,YES1-201-UTR-2653,ENSG00000176105.14,YES1,ENSG00000176105,1,1,0,0.14853086493952794,FALSE,FALSE,chr18,724240,-
ENST00000314574.5-UTR-1828,YES1-201-UTR-1828,ENSG00000176105.14,YES1,ENSG00000176105,2,2,0.5,0.3147905745992101,TRUE,FALSE,chr18,723415,-
ENST00000314574.5,YES1-201,ENSG00000176105.14,YES1,ENSG00000176105,5,3,1,0.5366785604612619,FALSE,TRUE,chr18,721587,-
ENST00000319172.10-UTR-2725,TMEM39A-201-UTR-2725,ENSG00000176142.13,TMEM39A,ENSG00000176142,4,1,0,0.6396398190426927,TRUE,FALSE,chr3,119431673,-
ENST00000319172.10-UTR-1686,TMEM39A-201-UTR-1686,ENSG00000176142.13,TMEM39A,ENSG00000176142,7,2,1,0.2845896455185214,FALSE,TRUE,chr3,119430634,-
ENST00000368636.9-UTR-394,BNIP3-201-UTR-394,ENSG00000176171.12,BNIP3,ENSG00000176171,4,1,0,0.31733958265350004,TRUE,FALSE,chr10,131968077,-
ENST00000368636.9,BNIP3-201,ENSG00000176171.12,BNIP3,ENSG00000176171,5,2,0.5,0.573377779720045,FALSE,TRUE,chr10,131967683,-
ENST00000368636.9-UTR+1229,BNIP3-201-UTR+1229,ENSG00000176171.12,BNIP3,ENSG00000176171,6,3,1,0.10928263762645495,FALSE,FALSE,chr10,131966454,-
ENST00000321990.5-UTR-785,ATAD5-201-UTR-785,ENSG00000176208.9,ATAD5,ENSG00000176208,1,1,0,0.2813906602275975,TRUE,FALSE,chr17,30895084,+
ENST00000321990.5,ATAD5-201,ENSG00000176208.9,ATAD5,ENSG00000176208,2,2,1,0.7186093397724025,FALSE,TRUE,chr17,30895869,+
ENST00000255674.11,RTTN-201,ENSG00000176225.15,RTTN,ENSG00000176225,2,1,0,0.4698309209108185,TRUE,FALSE,chr18,70003803,-
ENST00000640769.2,RTTN-222,ENSG00000176225.15,RTTN,ENSG00000176225,4,2,1,0.5301690790891814,FALSE,TRUE,chr18,70003030,-
ENST00000356189.6-UTR+46,ACBD7-201-UTR+46,ENSG00000176244.7,ACBD7,ENSG00000176244,2,1,0,0.45935037775678894,TRUE,FALSE,chr10,15075428,-
ENST00000356189.6-UTR+2188,ACBD7-201-UTR+2188,ENSG00000176244.7,ACBD7,ENSG00000176244,3,2,1,0.540649622243211,FALSE,TRUE,chr10,15073286,-
ENST00000322583.5-UTR-947,PRR18-201-UTR-947,ENSG00000176381.6,PRR18,ENSG00000176381,2,1,0,0.34444444444444444,TRUE,FALSE,chr6,166306246,-
ENST00000322583.5,PRR18-201,ENSG00000176381.6,PRR18,ENSG00000176381,4,2,1,0.6555555555555556,FALSE,TRUE,chr6,166305299,-
ENST00000409785.9-UTR-5997,KCMF1-201-UTR-5997,ENSG00000176407.18,KCMF1,ENSG00000176407,1,1,0,0.1654677672471653,TRUE,FALSE,chr2,85053475,+
ENST00000409785.9-UTR-5703,KCMF1-201-UTR-5703,ENSG00000176407.18,KCMF1,ENSG00000176407,2,2,1,0.7673386296863013,FALSE,TRUE,chr2,85053769,+
ENST00000395176.3-UTR-1358,DNAJC30-201-UTR-1358,ENSG00000176410.8,DNAJC30,ENSG00000176410,1,1,0,0.8746227571531355,TRUE,FALSE,chr7,73682275,-
ENST00000395176.3,DNAJC30-201,ENSG00000176410.8,DNAJC30,ENSG00000176410,2,2,1,0.1253772428468644,FALSE,TRUE,chr7,73680917,-
ENST00000338146.7-UTR-9695,SPRYD4-201-UTR-9695,ENSG00000176422.14,SPRYD4,ENSG00000176422,2,1,0,0.7657682262127853,TRUE,FALSE,chr12,56470013,+
ENST00000338146.7-UTR-8728,SPRYD4-201-UTR-8728,ENSG00000176422.14,SPRYD4,ENSG00000176422,3,2,1,0.2129929725458822,FALSE,TRUE,chr12,56470980,+
ENST00000334258.9,SYNE3-201,ENSG00000176438.13,SYNE3,ENSG00000176438,3,1,0,0.5594614809274495,TRUE,FALSE,chr14,95417493,-
ENST00000557275.5-UTR-7621,SYNE3-205-UTR-7621,ENSG00000176438.13,SYNE3,ENSG00000176438,4,2,1,0.37621540762902017,FALSE,TRUE,chr14,95414886,-
ENST00000292140.10,PHLDB3-201,ENSG00000176531.11,PHLDB3,ENSG00000176531,2,1,0,0.5408185019301625,TRUE,FALSE,chr19,43475102,-
ENST00000292140.10-UTR+762,PHLDB3-201-UTR+762,ENSG00000176531.11,PHLDB3,ENSG00000176531,3,2,1,0.4591814980698375,FALSE,TRUE,chr19,43474340,-
ENST00000382159.8-UTR-3352,GNG7-201-UTR-3352,ENSG00000176533.13,GNG7,ENSG00000176533,1,1,0,0.8904805921404421,TRUE,FALSE,chr19,2514570,-
ENST00000382159.8,GNG7-201,ENSG00000176533.13,GNG7,ENSG00000176533,2,2,1,0.1095194078595579,FALSE,TRUE,chr19,2511218,-
ENST00000588527.5-UTR-244,CNTD1-205-UTR-244,ENSG00000176563.10,CNTD1,ENSG00000176563,2,1,0,0.4007707129094412,TRUE,FALSE,chr17,42809643,+
ENST00000588408.6,CNTD1-204,ENSG00000176563.10,CNTD1,ENSG00000176563,4,2,1,0.5992292870905588,FALSE,TRUE,chr17,42811587,+
ENST00000517710.5,RMDN1-204,ENSG00000176623.12,RMDN1,ENSG00000176623,10,1,0,0.6913597670250896,TRUE,FALSE,chr8,86468256,-
ENST00000517710.5-UTR+1145,RMDN1-204-UTR+1145,ENSG00000176623.12,RMDN1,ENSG00000176623,11,2,1,0.3086402329749104,FALSE,TRUE,chr8,86467111,-
ENST00000359236.10-UTR-2811,VSIG10-202-UTR-2811,ENSG00000176834.14,VSIG10,ENSG00000176834,1,1,0,0.3718775135010916,TRUE,FALSE,chr12,118066403,-
ENST00000359236.10-UTR-858,VSIG10-202-UTR-858,ENSG00000176834.14,VSIG10,ENSG00000176834,2,2,0.5,0.3629859435443717,FALSE,TRUE,chr12,118064450,-
ENST00000359236.10,VSIG10-202,ENSG00000176834.14,VSIG10,ENSG00000176834,3,3,1,0.26513654295453676,FALSE,FALSE,chr12,118063592,-
ENST00000334705.12-UTR-1745,FAM91A1-201-UTR-1745,ENSG00000176853.16,FAM91A1,ENSG00000176853,2,1,0,0.13316812523711263,TRUE,FALSE,chr8,123813707,+
ENST00000334705.12-UTR-1219,FAM91A1-201-UTR-1219,ENSG00000176853.16,FAM91A1,ENSG00000176853,3,2,0.5,0.12795912154894126,FALSE,FALSE,chr8,123814233,+
ENST00000334705.12,FAM91A1-201,ENSG00000176853.16,FAM91A1,ENSG00000176853,4,3,1,0.7388727532139461,FALSE,TRUE,chr8,123815452,+
ENST00000441406.6,WSB2-202,ENSG00000176871.9,WSB2,ENSG00000176871,2,1,0,0.17200851258449135,FALSE,FALSE,chr12,118034120,-
ENST00000544233.5-UTR-218,WSB2-211-UTR-218,ENSG00000176871.9,WSB2,ENSG00000176871,5,2,0.5,0.49487855683385557,TRUE,FALSE,chr12,118032911,-
ENST00000315436.8,WSB2-201,ENSG00000176871.9,WSB2,ENSG00000176871,7,3,1,0.2720962921761695,FALSE,TRUE,chr12,118032686,-
ENST00000322002.5-UTR-7125,SOX11-201-UTR-7125,ENSG00000176887.7,SOX11,ENSG00000176887,1,1,0,0.6047381546134664,TRUE,FALSE,chr2,5694260,+
ENST00000322002.5-UTR-5752,SOX11-201-UTR-5752,ENSG00000176887.7,SOX11,ENSG00000176887,5,2,0.5,0.19950124688279303,FALSE,TRUE,chr2,5695633,+
ENST00000322002.5-UTR-1066,SOX11-201-UTR-1066,ENSG00000176887.7,SOX11,ENSG00000176887,7,3,1,0.19576059850374064,FALSE,FALSE,chr2,5700319,+
ENST00000356751.8,MAMSTR-202,ENSG00000176909.12,MAMSTR,ENSG00000176909,2,1,0,0.5764744909631663,TRUE,FALSE,chr19,48712995,-
ENST00000318083.11,MAMSTR-201,ENSG00000176909.12,MAMSTR,ENSG00000176909,4,2,1,0.42352550903683367,FALSE,TRUE,chr19,48712724,-
