target_gene,target_gene_id,sgID_AB,cluster_id
KDM8,ENSG00000155666,KDM8_+_27215335.23-P1P2|KDM8_+_27215236.23-P1P2,15
PRORP,ENSG00000100890,KIAA0391_+_35591777.23-P1P2|KIAA0391_+_35591884.23-P1P2,8
ICE1,ENSG00000164151,KIAA0947_+_5422874.23-P1P2|KIAA0947_-_5423055.23-P1P2,14
KIAA1143,ENSG00000163807,KIAA1143_+_44803075.23-P1P2|KIAA1143_+_44803082.23-P1P2,8
KIF11,ENSG00000138160,KIF11_-_94352958.23-P1P2|KIF11_-_94352939.23-P1P2,15
KIF14,ENSG00000118193,KIF14_+_200589734.23-P1P2|KIF14_+_200589810.23-P1P2,8
KIF18A,ENSG00000121621,KIF18A_+_28129677.23-P1P2|KIF18A_+_28129657.23-P1P2,15
KIF18B,ENSG00000186185,KIF18B_+_43025067.23-P1P2|KIF18B_-_43025076.23-P1P2,15
KIF20A,ENSG00000112984,KIF20A_+_137514914.23-P1P2|KIF20A_+_137514862.23-P1P2,2
KIF23,ENSG00000137807,KIF23_+_69706676.23-P1P2|KIF23_+_69707149.23-P1P2,19
KIF4A,ENSG00000090889,KIF4A_-_69509986.23-P1P2|KIF4A_+_69510413.23-P1P2,15
KIN,ENSG00000151657,KIN_+_7829774.23-P1P2|KIN_-_7829906.23-P1P2,2
KLC2,ENSG00000174996,KLC2_-_66025303.23-P1P2|KLC2_-_66025300.23-P1P2,15
KLF7,ENSG00000118263,KLF7_+_208031206.23-P1P2|KLF7_+_208030196.23-P1P2,15
KLHL11,ENSG00000178502,KLHL11_-_40021667.23-P1P2|KLHL11_+_40021619.23-P1P2,15
KPNA6,ENSG00000025800,KPNA6_-_32574074.23-P1P2|KPNA6_+_32573691.23-P1P2,15
KPNB1,ENSG00000108424,KPNB1_+_45727288.23-P1P2|KPNB1_+_45727339.23-P1P2,2
KRI1,ENSG00000129347,KRI1_+_10676632.23-P1P2|KRI1_-_10676612.23-P1P2,22
KRR1,ENSG00000111615,KRR1_+_75905342.23-P1P2|KRR1_+_75904938.23-P1P2,18
KRT10,ENSG00000186395,KRT10_-_38978838.23-P1|KRT10_-_38978663.23-P1,15
KRT10,ENSG00000186395,KRT10_+_38975898.23-P2|KRT10_-_38975915.23-P2,15
KRT17,ENSG00000128422,KRT17_+_39780834.23-P1P2|KRT17_-_39780860.23-P1P2,15
KRT8,ENSG00000170421,KRT8_-_53298844.23-P1|KRT8_-_53298430.23-P1,15
KRT8,ENSG00000170421,KRT8_-_53343612.23-P2|KRT8_-_53343631.23-P2,15
KRTAP4-2,ENSG00000244537,KRTAP4-2_-_39334474.23-P1P2|KRTAP4-2_-_39334001.23-P1P2,15
KRTAP4-7,ENSG00000240871,KRTAP4-7_+_39240934.23-ENST00000391417.4|KRTAP4-7_+_39240927.23-ENST00000391417.4,15
KTI12,ENSG00000198841,KTI12_-_52499429.23-P1P2|KTI12_-_52499454.23-P1P2,8
KXD1,ENSG00000105700,KXD1_-_18668945.23-P1P2|KXD1_-_18669142.23-P1P2,8
LAMTOR2,ENSG00000116586,LAMTOR2_-_156024614.23-P1P2|LAMTOR2_-_156024648.23-P1P2,19
LAMTOR3,ENSG00000109270,LAMTOR3_-_100815552.23-P1P2|LAMTOR3_-_100815661.23-P1P2,8
LAMTOR4,ENSG00000188186,LAMTOR4_+_99746556.23-P1P2|LAMTOR4_-_99746568.23-P1P2,8
LARS,ENSG00000133706,LARS_+_145561989.23-P1P2|LARS_-_145562203.23-P1P2,12
LARS2,ENSG00000011376,LARS2_-_45430128.23-P1P2|LARS2_-_45430137.23-P1P2,15
LAS1L,ENSG00000001497,LAS1L_+_64754550.23-P1P2|LAS1L_+_64754657.23-P1P2,15
LCE1C,ENSG00000197084,LCE1C_-_152779087.23-P1P2|LCE1C_-_152779080.23-P1P2,15
LCE1E,ENSG00000186226,LCE1E_+_152758771.23-P1P2|LCE1E_+_152758791.23-P1P2,15
LCN10,ENSG00000187922,LCN10_-_139636440.23-P1P2|LCN10_+_139636425.23-P1P2,15
LENG8,ENSG00000167615,LENG8_+_54960715.23-P1P2|LENG8_-_54960616.23-P1P2,17
LETM1,ENSG00000168924,LETM1_-_1857844.23-P1P2|LETM1_-_1857794.23-P1P2,8
LIMS1,ENSG00000169756,LIMS1_-_109150960.23-P1P2|LIMS1_-_109150969.23-P1P2,15
LIN54,ENSG00000189308,LIN54_+_83931965.23-P2|LIN54_+_83931898.23-P2,8
LIN54,ENSG00000189308,LIN54_+_83933961.23-P1|LIN54_+_83933984.23-P1,12
LONP1,ENSG00000196365,LONP1_+_5720108.23-P1P2|LONP1_+_5720103.23-P1P2,8
LPA,ENSG00000198670,LPA_-_161084950.23-P1P2|LPA_+_161084930.23-P1P2,15
LRPPRC,ENSG00000138095,LRPPRC_+_44223082.23-P1P2|LRPPRC_-_44223078.23-P1P2,8
LRR1,ENSG00000165501,LRR1_+_50065858.23-P1P2|LRR1_-_50065670.23-P1P2,8
LRRC37A3,ENSG00000176809,LRRC37A3_+_62915581.23-P1P2|LRRC37A3_-_62915391.23-P1P2,15
LRRC37B,ENSG00000185158,LRRC37B_-_30334632.23-P1P2|LRRC37B_+_30334606.23-P1P2,15
LSG1,ENSG00000041802,LSG1_-_194392885.23-P1P2|LSG1_+_194392901.23-P1P2,23
LSM10,ENSG00000181817,LSM10_-_36863497.23-P1P2|LSM10_-_36863481.23-P1P2,8
LSM11,ENSG00000155858,LSM11_-_157170761.23-P1P2|LSM11_-_157170775.23-P1P2,1
LSM12,ENSG00000161654,LSM12_-_42143977.23-P1P2|LSM12_+_42143951.23-P1P2,8
LSM2,ENSG00000204392,LSM2_-_31774578.23-P1P2|LSM2_-_31774599.23-P1P2,11
LSM3,ENSG00000170860,LSM3_-_14220381.23-P1P2|LSM3_+_14220565.23-P1P2,11
LSM4,ENSG00000130520,LSM4_+_18433820.23-P1P2|LSM4_-_18433893.23-P1P2,11
LSM5,ENSG00000106355,LSM5_-_32529957.23-P1|LSM5_-_32529937.23-P1,11
LSM5,ENSG00000106355,LSM5_+_32534880.23-P2|LSM5_-_32534855.23-P2,8
LSM6,ENSG00000164167,LSM6_-_147096941.23-P1P2|LSM6_-_147096913.23-P1P2,9
LSM7,ENSG00000130332,LSM7_+_2328561.23-P1P2|LSM7_+_2328574.23-P1P2,11
LST1,ENSG00000204482,LST1_+_31554051.23-P1|LST1_-_31554050.23-P1,8
LST1,ENSG00000204482,LST1_+_31555054.23-P2|LST1_+_31555066.23-P2,15
LTB4R2,ENSG00000213906,LTB4R2_-_24779567.23-P1P2|LTB4R2_+_24779396.23-P1P2,15
LTBP3,ENSG00000168056,LTBP3_-_65325704.23-P1P2|LTBP3_-_65325688.23-P1P2,15
LTV1,ENSG00000135521,LTV1_+_144164541.23-P1P2|LTV1_+_144164581.23-P1P2,18
LUC7L3,ENSG00000108848,LUC7L3_-_48796990.23-P1P2|LUC7L3_+_48797010.23-P1P2,15
LURAP1,ENSG00000171357,LURAP1_+_46669076.23-P1P2|LURAP1_+_46669040.23-P1P2,8
LYRM4,ENSG00000214113,LYRM4_-_5260892.23-P1P2|LYRM4_+_5260749.23-P1P2,15
MAD2L1,ENSG00000164109,MAD2L1_+_120987540.23-P1P2|MAD2L1_+_120987919.23-P1P2,8
MAD2L2,ENSG00000116670,MAD2L2_-_11741158.23-P1P2|MAD2L2_+_11741173.23-P1P2,15
MAGOH,ENSG00000162385,MAGOH_+_53704169.23-P1P2|MAGOH_+_53703946.23-P1P2,17
MAK16,ENSG00000198042,MAK16_+_33342747.23-P1P2|MAK16_-_33342733.23-P1P2,23
MANF,ENSG00000145050,MANF_-_51422730.23-P1P2|MANF_-_51422736.23-P1P2,15
MARS,ENSG00000166986,MARS_+_57881899.23-P1P2|MARS_-_57881904.23-P1P2,8
MARS2,ENSG00000247626,MARS2_+_198570142.23-P1P2|MARS2_+_198570146.23-P1P2,8
MASTL,ENSG00000120539,MASTL_-_27444320.23-P1P2|MASTL_-_27444305.23-P1P2,15
MAT2A,ENSG00000168906,MAT2A_+_85766276.23-P1P2|MAT2A_+_85766280.23-P1P2,7
MAU2,ENSG00000129933,MAU2_-_19431643.23-P1P2|MAU2_+_19431630.23-P1P2,1
MAX,ENSG00000125952,MAX_+_65569008.23-P1P2|MAX_-_65568906.23-P1P2,8
MBTPS1,ENSG00000140943,MBTPS1_-_84150406.23-P1P2|MBTPS1_-_84150360.23-P1P2,8
MBTPS2,ENSG00000012174,MBTPS2_-_21857794.23-P1P2|MBTPS2_-_21857766.23-P1P2,15
MCL1,ENSG00000143384,MCL1_-_150552064.23-P1P2|MCL1_+_150552050.23-P1P2,15
MCM10,ENSG00000065328,MCM10_-_13203599.23-P1P2|MCM10_-_13203591.23-P1P2,21
MCM2,ENSG00000073111,MCM2_-_127317301.23-P1P2|MCM2_-_127317312.23-P1P2,1
MCM3,ENSG00000112118,MCM3_-_52149354.23-P1P2|MCM3_-_52149307.23-P1P2,8
MCM3AP,ENSG00000160294,MCM3AP_+_47706142.23-P1P2|MCM3AP_-_47706135.23-P1P2,10
MCM4,ENSG00000104738,MCM4_-_48873574.23-P1P2|MCM4_+_48873564.23-P1P2,8
MCM5,ENSG00000100297,MCM5_-_35796550.23-P1P2|MCM5_-_35796201.23-P1P2,1
MCM6,ENSG00000076003,MCM6_+_136633947.23-P1P2|MCM6_+_136633964.23-P1P2,1
MCM7,ENSG00000166508,MCM7_-_99698958.23-P1P2|MCM7_-_99698936.23-P1P2,8
MCMBP,ENSG00000197771,MCMBP_-_121632467.23-P1P2|MCMBP_+_121632370.23-P1P2,15
MCRS1,ENSG00000187778,MCRS1_+_49961900.23-P1P2|MCRS1_+_49961849.23-P1P2,15
MDN1,ENSG00000112159,MDN1_+_90529477.23-P1P2|MDN1_-_90529439.23-P1P2,23
MED1,ENSG00000125686,MED1_-_37607464.23-P1P2|MED1_+_37607273.23-P1P2,13
MED10,ENSG00000133398,MED10_-_6378270.23-P1P2|MED10_-_6378376.23-P1P2,13
MED11,ENSG00000161920,MED11_-_4635030.23-P1P2|MED11_-_4634925.23-P1P2,1
MED12,ENSG00000184634,MED12_+_70338481.23-P1P2|MED12_+_70338552.23-P1P2,13
MED14,ENSG00000180182,MED14_+_40594762.23-P1P2|MED14_+_40594765.23-P1P2,13
MED17,ENSG00000042429,MED17_-_93517473.23-P1P2|MED17_+_93517550.23-P1P2,13
MED19,ENSG00000156603,MED19_+_57479662.23-P1P2|MED19_+_57479647.23-P1P2,13
MED20,ENSG00000124641,MED20_+_41888837.23-P1P2|MED20_+_41888805.23-P1P2,13
MED21,ENSG00000152944,MED21_-_27175714.23-P1P2|MED21_-_27175691.23-P1P2,13
MED22,ENSG00000148297,MED22_+_136214930.23-P1P2|MED22_+_136214889.23-P1P2,1
MED26,ENSG00000105085,MED26_+_16738991.23-P1P2|MED26_-_16738545.23-P1P2,8
MED28,ENSG00000118579,MED28_-_17616331.23-P1P2|MED28_+_17616313.23-P1P2,13
MED29,ENSG00000063322,MED29_-_39882017.23-P1P2|MED29_-_39882278.23-P1P2,5
MED30,ENSG00000164758,MED30_+_118533216.23-P1P2|MED30_-_118533205.23-P1P2,13
MED31,ENSG00000108590,MED31_-_6554743.23-P1P2|MED31_-_6554548.23-P1P2,1
MED4,ENSG00000136146,MED4_+_48669194.23-P1P2|MED4_+_48669127.23-P1P2,13
MED6,ENSG00000133997,MED6_+_71067331.23-P1P2|MED6_+_71067347.23-P1P2,13
MED7,ENSG00000155868,MED7_+_156570278.23-P1P2|MED7_-_156569591.23-P1P2,13
MED8,ENSG00000159479,MED8_+_43855428.23-P1P2|MED8_+_43855245.23-P1P2,1
MED9,ENSG00000141026,MED9_-_17380350.23-P1P2|MED9_-_17380394.23-P1P2,13
MEPCE,ENSG00000146834,MEPCE_-_100026436.23-P1P2|MEPCE_-_100026461.23-P1P2,15
METAP1,ENSG00000164024,METAP1_+_99916870.23-P1P2|METAP1_-_99916941.23-P1P2,15
METAP2,ENSG00000111142,METAP2_-_95868001.23-P1P2|METAP2_+_95868341.23-P1P2,2
METTL1,ENSG00000037897,METTL1_+_58165829.23-P1P2|METTL1_+_58165841.23-P1P2,15
METTL14,ENSG00000145388,METTL14_-_119606733.23-P1P2|METTL14_+_119606842.23-P1P2,8
METTL16,ENSG00000127804,METTL16_+_2415104.23-P1P2|METTL16_+_2415138.23-P1P2,15
METTL17,ENSG00000165792,METTL17_-_21458170.23-P1P2|METTL17_-_21458167.23-P1P2,8
METTL23,ENSG00000181038,METTL23_+_74722914.23-P1P2|METTL23_+_74722937.23-P1P2,15
METTL3,ENSG00000165819,METTL3_+_21979431.23-P1P2|METTL3_-_21979084.23-P1P2,8
MEX3A,ENSG00000254726,MEX3A_+_156052061.23-P1P2|MEX3A_-_156052213.23-P1P2,8
MFAP1,ENSG00000140259,MFAP1_+_44116853.23-P1P2|MFAP1_-_44116904.23-P1P2,11
MFN2,ENSG00000116688,MFN2_-_12040716.23-P1|MFN2_-_12040541.23-P1,19
MFN2,ENSG00000116688,MFN2_-_12042038.23-P2|MFN2_+_12042061.23-P2,15
MICOS10,ENSG00000173436,MINOS1_-_19923558.23-P1P2|MINOS1_+_19923571.23-P1P2,8
MIOS,ENSG00000164654,MIOS_+_7606694.23-P1P2|MIOS_-_7606882.23-P1P2,8
MIPEP,ENSG00000027001,MIPEP_+_24463500.23-P1P2|MIPEP_+_24463484.23-P1P2,15
MIS12,ENSG00000167842,MIS12_+_5389906.23-P1P2|MIS12_+_5389910.23-P1P2,15
MIS18A,ENSG00000159055,MIS18A_+_33651327.23-P1P2|MIS18A_+_33651321.23-P1P2,15
MIS18BP1,ENSG00000129534,MIS18BP1_+_45722381.23-P1P2|MIS18BP1_+_45722268.23-P1P2,15
NIFK,ENSG00000155438,MKI67IP_+_122494437.23-P1P2|MKI67IP_-_122494239.23-P1P2,23
MKRN1,ENSG00000133606,MKRN1_+_140179259.23-P1P2|MKRN1_+_140179306.23-P1P2,15
MLST8,ENSG00000167965,MLST8_+_2255502.23-P1P2|MLST8_-_2255521.23-P1P2,8
MMGT1,ENSG00000169446,MMGT1_-_135056233.23-P1P2|MMGT1_-_135056168.23-P1P2,15
MMS19,ENSG00000155229,MMS19_-_99258162.23-P1P2|MMS19_+_99258100.23-P1P2,15
MMS22L,ENSG00000146263,MMS22L_+_97730632.23-P1P2|MMS22L_-_97730942.23-P1P2,21
MNAT1,ENSG00000020426,MNAT1_+_61201445.23-P1P2|MNAT1_-_61201531.23-P1P2,5
MOB4,ENSG00000115540,MOB4_-_198380805.23-P1P2|MOB4_+_198380762.23-P1P2,15
MOCS3,ENSG00000124217,MOCS3_+_49575386.23-P1P2|MOCS3_-_49575382.23-P1P2,15
MOG,ENSG00000204655,MOG_-_29624930.23-P1P2|MOG_+_29624931.23-P1P2,15
MOK,ENSG00000080823,MOK_+_102771458.23-P1P2|MOK_+_102771461.23-P1P2,15
MPHOSPH10,ENSG00000124383,MPHOSPH10_-_71357812.23-P1P2|MPHOSPH10_-_71357866.23-P1P2,25
MRGBP,ENSG00000101189,MRGBP_-_61427884.23-P1P2|MRGBP_-_61427962.23-P1P2,8
MRPL1,ENSG00000169288,MRPL1_-_78784027.23-P1P2|MRPL1_-_78784033.23-P1P2,8
MRPL10,ENSG00000159111,MRPL10_-_45908834.23-P1P2|MRPL10_-_45908914.23-P1P2,12
MRPL13,ENSG00000172172,MRPL13_+_121457360.23-P1P2|MRPL13_+_121457366.23-P1P2,12
MRPL14,ENSG00000180992,MRPL14_+_44095129.23-P1P2|MRPL14_+_44095138.23-P1P2,8
MRPL15,ENSG00000137547,MRPL15_-_55047895.23-P1P2|MRPL15_-_55047812.23-P1P2,12
MRPL16,ENSG00000166902,MRPL16_+_59578187.23-P1P2|MRPL16_+_59578213.23-P1P2,8
MRPL17,ENSG00000158042,MRPL17_+_6704492.23-P1P2|MRPL17_-_6704339.23-P1P2,12
MRPL18,ENSG00000112110,MRPL18_-_160211509.23-P1P2|MRPL18_-_160211527.23-P1P2,8
MRPL19,ENSG00000115364,MRPL19_+_75874011.23-P1P2|MRPL19_-_75874385.23-P1P2,12
MRPL2,ENSG00000112651,MRPL2_+_43027129.23-P1P2|MRPL2_+_43027142.23-P1P2,12
MRPL20,ENSG00000242485,MRPL20_+_1342447.23-P1P2|MRPL20_-_1342598.23-P1P2,8
MRPL22,ENSG00000082515,MRPL22_-_154320698.23-P1P2|MRPL22_-_154320703.23-P1P2,8
MRPL24,ENSG00000143314,MRPL24_-_156710833.23-P1P2|MRPL24_+_156710843.23-P1P2,8
MRPL27,ENSG00000108826,MRPL27_-_48450272.23-P1P2|MRPL27_+_48450512.23-P1P2,12
MRPL28,ENSG00000086504,MRPL28_+_420497.23-P1P2|MRPL28_-_420527.23-P1P2,12
MRPL3,ENSG00000114686,MRPL3_+_131221797.23-P1P2|MRPL3_+_131221782.23-P1P2,12
MRPL32,ENSG00000106591,MRPL32_+_42972018.23-P1P2|MRPL32_-_42972023.23-P1P2,12
MRPL33,ENSG00000243147,MRPL33_-_27994633.23-P1P2|MRPL33_-_27994638.23-P1P2,12
MRPL35,ENSG00000132313,MRPL35_+_86426814.23-P1P2|MRPL35_-_86426601.23-P1P2,12
MRPL36,ENSG00000171421,MRPL36_+_1799909.23-P1P2|MRPL36_+_1799899.23-P1P2,12
MRPL37,ENSG00000116221,MRPL37_-_54665919.23-P1P2|MRPL37_-_54665902.23-P1P2,8
MRPL38,ENSG00000204316,MRPL38_-_73900966.23-P1P2|MRPL38_+_73900952.23-P1P2,8
MRPL39,ENSG00000154719,MRPL39_+_26979780.23-P1P2|MRPL39_+_26979728.23-P1P2,12
MRPL4,ENSG00000105364,MRPL4_+_10362971.23-P1P2|MRPL4_-_10363144.23-P1P2,15
MRPL41,ENSG00000182154,MRPL41_-_140446382.23-P1P2|MRPL41_-_140446416.23-P1P2,12
MRPL43,ENSG00000055950,MRPL43_+_102747000.23-P1P2|MRPL43_-_102747237.23-P1P2,15
MRPL44,ENSG00000135900,MRPL44_+_224822378.23-P1P2|MRPL44_-_224822384.23-P1P2,8
MRPL45,ENSG00000278845,MRPL45_+_36453156.23-P1P2|MRPL45_+_36453159.23-P1P2,8
MRPL49,ENSG00000149792,MRPL49_+_64889828.23-P1P2|MRPL49_-_64889803.23-P1P2,22
MRPL50,ENSG00000136897,MRPL50_+_104160649.23-P1P2|MRPL50_+_104160660.23-P1P2,12
MRPL51,ENSG00000111639,MRPL51_+_6602410.23-P1P2|MRPL51_-_6602409.23-P1P2,12
MRPL53,ENSG00000204822,MRPL53_-_74699602.23-P1P2|MRPL53_-_74699616.23-P1P2,12
MRPL54,ENSG00000183617,MRPL54_+_3762727.23-P1P2|MRPL54_+_3762712.23-P1P2,12
MRPL55,ENSG00000162910,MRPL55_-_228296929.23-P1P2|MRPL55_-_228296953.23-P1P2,12
MRPL9,ENSG00000143436,MRPL9_-_151735983.23-P1P2|MRPL9_-_151735986.23-P1P2,8
MRPS10,ENSG00000048544,MRPS10_+_42185532.23-P1P2|MRPS10_+_42185527.23-P1P2,8
MRPS11,ENSG00000181991,MRPS11_-_89010986.23-P1P2|MRPS11_-_89010934.23-P1P2,12
MRPS12,ENSG00000128626,MRPS12_+_39421616.23-P1P2|MRPS12_+_39421621.23-P1P2,12
MRPS14,ENSG00000120333,MRPS14_-_174992444.23-P1P2|MRPS14_+_174992540.23-P1P2,16
MRPS16,ENSG00000182180,MRPS16_+_75012360.23-P1P2|MRPS16_-_75012367.23-P1P2,8
MRPS18A,ENSG00000096080,MRPS18A_+_43655465.23-P1P2|MRPS18A_-_43655340.23-P1P2,8
MRPS18B,ENSG00000204568,MRPS18B_+_30585681.23-P1P2|MRPS18B_+_30585664.23-P1P2,8
MRPS2,ENSG00000122140,MRPS2_+_138392554.23-P1P2|MRPS2_-_138392571.23-P1P2,8
MRPS21,ENSG00000266472,MRPS21_-_150266323.23-P1P2|MRPS21_-_150266318.23-P1P2,12
MRPS22,ENSG00000175110,MRPS22_+_139063052.23-P1P2|MRPS22_-_139062922.23-P1P2,8
MRPS23,ENSG00000181610,MRPS23_+_55927379.23-P1P2|MRPS23_+_55927367.23-P1P2,12
MRPS24,ENSG00000062582,MRPS24_+_43909046.23-P1P2|MRPS24_-_43909060.23-P1P2,8
MRPS25,ENSG00000131368,MRPS25_-_15106759.23-P1P2|MRPS25_+_15106771.23-P1P2,8
MRPS26,ENSG00000125901,MRPS26_+_3026693.23-P1P2|MRPS26_+_3026905.23-P1P2,12
MRPS27,ENSG00000113048,MRPS27_+_71616011.23-P1P2|MRPS27_-_71615981.23-P1P2,12
MRPS28,ENSG00000147586,MRPS28_+_80942452.23-P1P2|MRPS28_-_80942263.23-P1P2,12
MRPS31,ENSG00000102738,MRPS31_-_41345123.23-P1P2|MRPS31_+_41345107.23-P1P2,8
MRPS34,ENSG00000074071,MRPS34_+_1823083.23-P1P2|MRPS34_-_1822906.23-P1P2,1
MRPS35,ENSG00000061794,MRPS35_+_27863749.23-P1P2|MRPS35_-_27863821.23-P1P2,12
MRPS5,ENSG00000144029,MRPS5_+_95787523.23-P1P2|MRPS5_-_95787528.23-P1P2,8
MRPS6,ENSG00000243927,MRPS6_+_35445887.23-P1P2|MRPS6_+_35445873.23-P1P2,8
MRPS7,ENSG00000125445,MRPS7_-_73258021.23-P1P2|MRPS7_-_73258016.23-P1P2,12
MRPS9,ENSG00000135972,MRPS9_-_105654578.23-P1P2|MRPS9_-_105654556.23-P1P2,12
MRTO4,ENSG00000053372,MRTO4_+_19578634.23-P1P2|MRTO4_-_19578535.23-P1P2,15
MSRB1,ENSG00000198736,MSRB1_+_1993161.23-P1P2|MSRB1_+_1993208.23-P1P2,15
MST1,ENSG00000173531,MST1_-_49726286.23-ENST00000449682.2|MST1_-_49726291.23-ENST00000449682.2,15
MSTO1,ENSG00000125459,MSTO1_+_155582425.23-P1P2|MSTO1_-_155582441.23-P1P2,15
MT2A,ENSG00000125148,MT2A_+_56642522.23-P1P2|MT2A_+_56642728.23-P1P2,15
MTBP,ENSG00000172167,MTBP_-_121457707.23-P1P2|MTBP_-_121457873.23-P1P2,1
MTG2,ENSG00000101181,MTG2_+_60758110.23-P1P2|MTG2_+_60758146.23-P1P2,15
MTOR,ENSG00000198793,MTOR_+_11322547.23-P1P2|MTOR_+_11322541.23-P1P2,16
MTPAP,ENSG00000107951,MTPAP_-_30638029.23-P1P2|MTPAP_-_30638037.23-P1P2,12
MTRNR2L1,ENSG00000256618,MTRNR2L1_+_22022917.23-P1P2|MTRNR2L1_+_22023007.23-P1P2,8
MVD,ENSG00000167508,MVD_+_88729520.23-P1P2|MVD_-_88729483.23-P1P2,1
MVK,ENSG00000110921,MVK_-_110011650.23-P1P2|MVK_-_110011647.23-P1P2,15
MYBBP1A,ENSG00000132382,MYBBP1A_+_4458615.23-P1P2|MYBBP1A_-_4458722.23-P1P2,23
MYBL2,ENSG00000101057,MYBL2_+_42295803.23-P1P2|MYBL2_-_42295783.23-P1P2,19
MYC,ENSG00000136997,MYC_-_128748308.23-P1P2|MYC_-_128748589.23-P1P2,8
MYCBP,ENSG00000214114,MYCBP_-_39338779.23-P1P2|MYCBP_+_39338845.23-P1P2,15
MYO1H,ENSG00000174527,MYO1H_-_109826559.23-ENST00000431443.2|MYO1H_+_109826602.23-ENST00000431443.2,15
MZF1,ENSG00000099326,MZF1_+_59084628.23-P1P2|MZF1_-_59084690.23-P1P2,15
MZT1,ENSG00000204899,MZT1_-_73301757.23-P1P2|MZT1_-_73301754.23-P1P2,15
N6AMT1,ENSG00000156239,N6AMT1_+_30257657.23-P1P2|N6AMT1_-_30257642.23-P1P2,15
"NAA10",ENSG00000102030,"NAA10_-_153200438.23-P1P2|NAA10_-_153200217.23-P1P2",15
"NAA15",ENSG00000164134,"NAA15_-_140222716.23-P1P2|NAA15_-_140222868.23-P1P2",8
"NAA20",ENSG00000173418,"NAA20_-_19998023.23-P1P2|NAA20_-_19998029.23-P1P2",15
"NAA25",ENSG00000111300,"NAA25_+_112546552.23-P1P2|NAA25_-_112546549.23-P1P2",8
"NAA35",ENSG00000135040,"NAA35_-_88556178.23-P1P2|NAA35_+_88556248.23-P1P2",15
"NAA38",ENSG00000183011,"NAA38_+_117824200.23-P1P2|NAA38_-_117824411.23-P1P2",9
"NAA50",ENSG00000121579,"NAA50_+_113464573.23-P1P2|NAA50_+_113465067.23-P1P2",15
"NACA",ENSG00000196531,"NACA_-_57119029.23-P1P2|NACA_+_57118865.23-P1P2",26
"NAE1",ENSG00000159593,"NAE1_+_66864833.23-P1P2|NAE1_+_66864757.23-P1P2",8
"NAF1",ENSG00000145414,"NAF1_+_164087918.23-P1P2|NAF1_-_164087674.23-P1P2",15
"NAGLU",ENSG00000108784,"NAGLU_+_40688309.23-P1P2|NAGLU_+_40688325.23-P1P2",15
"NANOG",ENSG00000111704,"NANOG_+_7942378.23-P1P2|NANOG_+_7942493.23-P1P2",15
"NAPG",ENSG00000134265,"NAPG_-_10526057.23-P1P2|NAPG_+_10526066.23-P1P2",15
"NARS",ENSG00000134440,"NARS_+_55288999.23-P1P2|NARS_+_55288993.23-P1P2",16
"NASP",ENSG00000132780,"NASP_+_46049787.23-P1P2|NASP_-_46049966.23-P1P2",15
"NAT10",ENSG00000135372,"NAT10_-_34127188.23-P1P2|NAT10_-_34127246.23-P1P2",18
NBAS,ENSG00000151779,NBAS_+_15701258.23-P1P2|NBAS_+_15701407.23-P1P2,8
NBEAL1,ENSG00000144426,NBEAL1_-_203879821.23-P1P2|NBEAL1_-_203879620.23-P1P2,15
NBPF12,ENSG00000268043,NBPF12_+_146373532.23-P1P2|NBPF12_-_146373567.23-P1P2,15
NBPF15,ENSG00000266338,NBPF15_-_148556006.23-P1P2|NBPF15_+_148556443.23-P1P2,8
NBPF3,ENSG00000142794,NBPF3_-_21766682.23-P1P2|NBPF3_-_21766678.23-P1P2,15
NCAPD2,ENSG00000010292,NCAPD2_+_6603301.23-P1P2|NCAPD2_-_6603320.23-P1P2,8
NCAPD3,ENSG00000151503,NCAPD3_-_134093829.23-P1P2|NCAPD3_-_134093802.23-P1P2,15
NCAPG,ENSG00000109805,NCAPG_-_17812596.23-P1P2|NCAPG_-_17812684.23-P1P2,8
NCAPG2,ENSG00000146918,NCAPG2_+_158497431.23-P1P2|NCAPG2_+_158497428.23-P1P2,15
NCAPH,ENSG00000121152,NCAPH_-_97001726.23-P1P2|NCAPH_+_97001557.23-P1P2,19
NCAPH2,ENSG00000025770,NCAPH2_+_50946746.23-P1P2|NCAPH2_-_50946722.23-P1P2,15
NCBP1,ENSG00000136937,NCBP1_+_100396123.23-P1P2|NCBP1_+_100396100.23-P1P2,1
NCBP2,ENSG00000114503,NCBP2_-_196669400.23-P1P2|NCBP2_-_196669410.23-P1P2,1
NCKAP1,ENSG00000061676,NCKAP1_+_183902661.23-P1P2|NCKAP1_+_183902936.23-P1P2,8
NCL,ENSG00000115053,NCL_-_232329157.23-P1|NCL_-_232329135.23-P1,15
NCL,ENSG00000115053,NCL_+_232326465.23-P2|NCL_+_232326222.23-P2,8
NCOA4,ENSG00000266412,NCOA4_+_51565254.23-P1P2|NCOA4_-_51565283.23-P1P2,15
NDC1,ENSG00000058804,NDC1_-_54303966.23-P1P2|NDC1_+_54303930.23-P1P2,15
NDC80,ENSG00000080986,NDC80_-_2571946.23-P1P2|NDC80_-_2571961.23-P1P2,2
NDOR1,ENSG00000188566,NDOR1_+_140100172.23-P1P2|NDOR1_-_140100218.23-P1P2,15
NDUFA11,ENSG00000174886,NDUFA11_-_5903762.23-P1P2|NDUFA11_+_5903777.23-P1P2,12
NDUFA2,ENSG00000131495,NDUFA2_+_140027134.23-P1P2|NDUFA2_-_140027105.23-P1P2,2
